CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CD_CURSO_PPG,CD_CONCEITO_CURSO
31033016014P7,2018,7,2,6.0
31033016014P7,2019,7,2,6.0
31033016015P3,2013,42,2,6.0
31033016015P3,2014,42,2,6.0
31033016015P3,2015,42,2,6.0
31033016015P3,2016,42,2,6.0
31033016015P3,2017,42,2,6.0
31033016015P3,2018,42,2,6.0
31033016015P3,2019,42,2,6.0
31033016017P6,2013,34,2,3.0
31033016017P6,2014,34,2,3.0
31033016017P6,2015,34,2,3.0
31033016017P6,2016,34,2,3.0
31033016017P6,2017,34,2,4.0
31033016017P6,2018,34,2,4.0
31033016017P6,2019,34,2,4.0
31033016018P2,2016,48,2,4.0
31033016018P2,2017,48,2,4.0
31033016018P2,2018,48,2,4.0
31033016018P2,2019,48,2,4.0
31034012001P9,2013,27,1,4.0
31034012001P9,2014,27,1,4.0
31034012001P9,2015,27,1,4.0
31034012001P9,2016,27,1,4.0
31034012001P9,2017,27,1,4.0
31034012001P9,2018,27,1,4.0
31034012001P9,2019,27,1,4.0
31034012002P5,2013,28,1,4.0
31034012002P5,2014,28,1,4.0
31034012002P5,2015,28,1,4.0
31034012002P5,2016,28,1,4.0
31034012002P5,2017,28,1,4.0
31034012002P5,2018,28,1,4.0
31034012002P5,2019,28,1,4.0
31035019001P5,2013,18,1,4.0
31035019001P5,2014,18,1,4.0
31035019001P5,2015,18,1,4.0
31035019001P5,2016,18,1,4.0
31035019001P5,2017,18,1,4.0
31035019001P5,2018,18,1,4.0
31035019001P5,2019,18,1,4.0
31035019002P1,2013,27,2,4.0
31035019002P1,2014,27,2,4.0
31035019002P1,2015,27,2,4.0
31035019002P1,2016,27,2,4.0
31035019002P1,2017,27,2,5.0
31035019002P1,2018,27,2,5.0
31035019002P1,2019,27,2,5.0
31035019003P8,2013,46,1,4.0
31035019003P8,2014,46,1,4.0
31035019003P8,2015,46,1,4.0
31035019003P8,2016,46,1,4.0
31035019003P8,2017,46,1,4.0
31035019003P8,2018,46,1,4.0
31035019003P8,2019,46,1,4.0
31035019004P4,2013,45,2,4.0
31035019004P4,2014,45,2,4.0
31035019004P4,2015,45,2,4.0
31035019004P4,2016,45,2,4.0
31035019004P4,2017,45,2,4.0
31035019004P4,2018,45,2,4.0
31035019004P4,2019,45,2,4.0
31035019005P0,2015,8,2,4.0
31035019005P0,2016,8,2,4.0
31035019005P0,2017,8,2,4.0
31035019005P0,2018,8,2,4.0
31035019005P0,2019,8,2,4.0
31035019006P7,2016,18,1,4.0
31035019006P7,2017,18,1,4.0
31035019006P7,2018,18,1,4.0
31035019006P7,2019,18,1,4.0
31036015001P1,2013,45,2,6.0
31036015001P1,2014,45,2,6.0
31036015001P1,2015,45,2,6.0
31036015001P1,2016,45,2,6.0
31036015001P1,2017,45,2,6.0
31036015001P1,2018,45,2,6.0
31036015001P1,2019,45,2,6.0
31040012001P5,2013,10,1,3.0
31040012001P5,2014,10,1,3.0
31040012001P5,2015,10,1,3.0
31040012001P5,2016,10,1,3.0
31040012001P5,2017,10,1,3.0
31040012001P5,2018,10,1,3.0
31040012001P5,2019,10,1,3.0
31040012002P1,2016,45,1,3.0
31040012002P1,2017,45,1,3.0
31040012002P1,2018,45,1,3.0
31040012002P1,2019,45,1,3.0
31040012003P8,2017,46,1,4.0
31040012003P8,2018,46,1,4.0
31040012003P8,2019,46,1,4.0
31045014001P7,2013,30,2,4.0
31045014001P7,2014,30,2,4.0
31045014001P7,2015,30,2,4.0
31045014001P7,2016,30,2,4.0
31045014001P7,2017,30,2,4.0
31045014001P7,2018,30,2,4.0
31045014001P7,2019,30,2,4.0
31049010001P6,2013,46,1,3.0
31049010001P6,2014,46,1,3.0
31049010001P6,2015,46,1,3.0
31049010001P6,2016,46,1,3.0
31049010001P6,2017,46,1,4.0
31049010001P6,2018,46,1,4.0
31049010001P6,2019,46,1,4.0
31050018001P7,2013,46,1,4.0
31050018001P7,2014,46,1,4.0
31050018001P7,2015,46,1,4.0
31050018001P7,2016,46,1,4.0
31050018001P7,2017,46,1,5.0
31050018001P7,2018,46,2,5.0
31050018001P7,2019,46,2,5.0
31050018002P3,2013,25,1,3.0
31050018002P3,2014,25,1,3.0
31050018002P3,2015,25,1,3.0
31050018002P3,2016,25,1,3.0
31050018002P3,2017,25,1,3.0
31050018002P3,2018,25,1,3.0
31050018002P3,2019,25,1,3.0
31050018003P0,2014,46,1,3.0
31050018003P0,2015,46,1,3.0
31050018003P0,2016,46,1,3.0
31050018003P0,2017,46,1,3.0
31050018003P0,2018,46,1,3.0
31050018003P0,2019,46,1,3.0
31055010001P2,2015,31,1,3.0
31055010001P2,2016,31,1,3.0
31055010001P2,2017,31,1,3.0
31055010001P2,2018,31,1,3.0
31055010001P2,2019,31,1,3.0
31056016001P5,2013,45,2,4.0
31056016001P5,2014,45,2,4.0
31056016001P5,2015,45,2,4.0
31056016001P5,2016,45,2,4.0
31056016001P5,2017,45,2,4.0
31056016001P5,2018,45,2,4.0
31056016001P5,2019,45,2,4.0
31057012001P1,2013,7,2,5.0
31057012001P1,2014,7,2,5.0
31057012001P1,2015,7,2,5.0
31057012001P1,2016,7,2,5.0
31057012001P1,2017,7,2,5.0
31057012001P1,2018,7,2,4.0
31057012001P1,2019,7,2,4.0
31057012002P8,2013,7,1,3.0
31057012002P8,2014,7,1,3.0
31057012002P8,2015,7,1,3.0
31057012002P8,2016,7,1,3.0
31057012002P8,2017,7,1,4.0
31057012002P8,2018,7,2,4.0
31057012002P8,2019,7,2,4.0
31058019002P4,2013,12,1,3.0
31058019002P4,2014,12,1,3.0
31058019002P4,2015,12,1,3.0
31058019002P4,2016,12,1,3.0
31058019002P4,2017,12,1,3.0
31058019002P4,2018,12,1,3.0
31058019002P4,2019,12,1,3.0
31059015001P4,2014,46,1,2.0
31059015001P4,2015,46,1,2.0
31059015001P4,2016,46,1,2.0
31061010001P9,2013,15,2,6.0
31061010001P9,2014,15,2,6.0
31061010001P9,2015,15,2,6.0
31061010001P9,2016,15,2,6.0
31061010001P9,2017,15,2,5.0
31061010001P9,2018,15,2,5.0
31061010001P9,2019,15,2,5.0
31063012001P8,2013,49,1,3.0
31063012001P8,2014,49,1,3.0
31063012001P8,2015,49,1,3.0
31063012001P8,2016,49,1,3.0
31063012001P8,2017,49,1,4.0
31063012001P8,2018,49,1,4.0
31063012001P8,2019,49,1,4.0
31063012002P4,2013,21,2,4.0
31063012002P4,2014,21,2,4.0
31063012002P4,2015,21,2,4.0
31063012002P4,2016,21,2,4.0
31063012002P4,2017,21,2,4.0
31063012002P4,2018,21,2,4.0
31063012002P4,2019,21,2,4.0
31066011001P7,2013,45,1,3.0
31066011001P7,2014,45,1,3.0
31066011001P7,2015,45,1,3.0
31066011001P7,2016,45,1,3.0
31066011001P7,2017,45,1,4.0
31066011001P7,2018,45,1,4.0
31066011001P7,2019,45,1,4.0
31067018001P3,2013,46,1,4.0
31067018001P3,2014,46,1,4.0
31067018001P3,2015,46,1,4.0
31067018001P3,2016,46,1,4.0
31067018001P3,2017,46,1,5.0
31067018001P3,2018,46,1,5.0
31067018001P3,2019,46,1,5.0
31067018002P0,2013,47,1,3.0
31067018002P0,2014,47,1,3.0
31067018002P0,2015,47,1,3.0
31067018002P0,2016,47,1,3.0
31067018002P0,2017,47,1,4.0
31067018002P0,2018,47,1,4.0
31067018002P0,2019,47,1,4.0
31068014001P0,2013,45,1,4.0
31068014001P0,2014,45,1,4.0
31068014001P0,2015,45,1,4.0
31068014001P0,2016,45,1,4.0
31068014001P0,2017,45,1,4.0
31068014001P0,2018,45,1,4.0
31068014001P0,2019,45,2,4.0
31068014002P6,2013,45,1,4.0
31068014002P6,2014,45,1,4.0
31068014002P6,2015,45,1,4.0
31068014002P6,2016,45,1,4.0
31068014002P6,2017,45,1,4.0
31068014002P6,2018,45,1,4.0
31069010001P6,2013,13,1,3.0
31069010001P6,2014,13,1,3.0
31069010001P6,2015,13,1,3.0
31069010001P6,2016,13,1,3.0
31069010001P6,2017,13,1,3.0
31069010001P6,2018,13,1,3.0
31069010001P6,2019,13,1,3.0
31069010002P2,2013,48,2,4.0
31069010002P2,2014,48,2,4.0
31069010002P2,2015,48,2,4.0
31069010002P2,2016,48,2,4.0
31069010002P2,2017,48,2,4.0
31069010002P2,2018,48,2,4.0
31069010002P2,2019,48,2,4.0
31070019001P0,2014,39,1,3.0
31070019001P0,2015,39,1,3.0
31070019001P0,2016,39,1,3.0
31070019001P0,2017,39,1,5.0
31070019001P0,2018,39,2,5.0
31070019001P0,2019,39,2,5.0
31073018001P0,2013,15,1,3.0
31073018001P0,2014,15,1,3.0
31073018001P0,2015,15,1,3.0
31073018001P0,2016,15,1,3.0
31073018001P0,2017,15,1,3.0
31073018001P0,2018,15,1,3.0
31073018001P0,2019,15,1,3.0
31073018002P6,2013,22,1,3.0
31073018002P6,2014,22,1,3.0
31073018002P6,2015,22,1,3.0
31073018002P6,2016,22,1,3.0
31073018002P6,2017,22,1,3.0
31073018002P6,2018,22,1,3.0
31073018002P6,2019,22,1,3.0
31075010001P2,2013,1,1,5.0
31075010001P2,2014,1,1,5.0
31075010001P2,2015,1,1,5.0
31075010001P2,2016,1,1,5.0
31075010001P2,2017,1,1,5.0
31075010001P2,2018,1,1,5.0
31075010001P2,2019,1,1,5.0
31076017001P9,2013,45,1,3.0
31076017001P9,2014,45,1,3.0
31076017001P9,2015,45,1,3.0
31076017001P9,2016,45,1,3.0
31076017001P9,2017,45,1,3.0
31076017001P9,2018,45,1,3.0
31076017001P9,2019,45,1,3.0
31088015001P3,2013,47,1,3.0
31088015001P3,2014,47,1,3.0
31088015001P3,2015,47,1,3.0
31088015001P3,2016,47,1,3.0
31088015001P3,2017,47,1,3.0
31088015001P3,2018,47,1,3.0
31088015001P3,2019,47,1,3.0
31088015002P0,2015,49,1,3.0
31088015002P0,2016,49,1,3.0
31088015002P0,2017,49,1,3.0
31088015002P0,2018,49,1,3.0
31088015002P0,2019,49,1,3.0
31092012001P7,2017,45,1,3.0
31092012001P7,2018,45,1,3.0
31092012001P7,2019,45,1,3.0
31096018001P2,2013,39,1,4.0
31096018001P2,2014,39,1,4.0
31096018001P2,2015,39,1,4.0
31096018001P2,2016,39,1,4.0
31096018001P2,2017,39,1,4.0
31096018001P2,2018,39,1,4.0
31096018001P2,2019,39,1,4.0
31098010001P5,2013,39,2,3.5
31098010001P5,2014,39,2,3.5
31098010001P5,2015,39,2,3.5
31098010001P5,2016,39,2,3.5
31098010001P5,2017,39,2,4.0
31098010001P5,2018,39,2,4.0
31098010001P5,2019,39,2,4.0
31099017001P1,2013,8,1,3.0
31099017001P1,2014,8,1,3.0
31099017001P1,2015,8,1,3.0
31099017001P1,2016,8,1,3.0
31099017001P1,2017,8,1,4.0
31099017001P1,2018,8,1,4.0
31099017001P1,2019,8,1,4.0
31102000001P6,2016,27,1,4.0
31102000001P6,2017,27,1,4.0
31102000001P6,2018,27,1,4.0
31102000001P6,2019,27,1,4.0
31105009001P1,2016,27,1,4.0
31105009001P1,2017,27,1,4.0
31105009001P1,2018,27,1,4.0
31105009001P1,2019,27,1,4.0
31106005001P8,2014,30,1,3.0
31106005001P8,2015,30,1,3.0
31106005001P8,2016,30,1,3.0
31106005001P8,2017,30,1,3.0
31115004001P3,2014,45,1,3.0
31115004001P3,2015,45,1,3.0
31115004001P3,2016,45,1,3.0
31115004001P3,2017,45,1,3.0
31115004001P3,2018,45,1,3.0
31115004001P3,2019,45,1,3.0
32001010001P7,2013,38,2,7.0
32001010001P7,2014,38,2,7.0
32001010001P7,2015,38,2,7.0
32001010001P7,2016,38,2,7.0
32001010001P7,2017,38,2,7.0
32001010001P7,2018,38,2,7.0
32001010001P7,2019,38,2,7.0
32001010002P3,2013,3,2,7.0
32001010002P3,2014,3,2,7.0
32001010002P3,2015,3,2,7.0
32001010002P3,2016,3,2,7.0
32001010002P3,2017,3,2,7.0
32001010002P3,2018,3,2,7.0
32001010002P3,2019,3,2,7.0
32001010003P0,2013,1,2,5.0
32001010003P0,2014,1,2,5.0
32001010003P0,2015,1,2,5.0
32001010003P0,2016,1,2,5.0
32001010003P0,2017,1,2,6.0
32001010003P0,2018,1,2,6.0
32001010003P0,2019,1,2,6.0
32001010004P6,2013,2,2,7.0
32001010004P6,2014,2,2,7.0
32001010004P6,2015,2,2,7.0
32001010004P6,2016,2,2,7.0
32001010004P6,2017,2,2,7.0
32001010004P6,2018,2,2,7.0
32001010004P6,2019,2,2,7.0
32001010005P2,2013,4,2,7.0
32001010005P2,2014,4,2,7.0
32001010005P2,2015,4,2,7.0
32001010005P2,2016,4,2,7.0
32001010005P2,2017,4,2,7.0
32001010005P2,2018,4,2,7.0
32001010005P2,2019,4,2,7.0
32001010006P9,2013,8,2,7.0
32001010006P9,2014,8,2,7.0
32001010006P9,2015,8,2,7.0
32001010006P9,2016,8,2,7.0
32001010006P9,2017,8,2,7.0
32001010006P9,2018,8,2,7.0
32001010006P9,2019,8,2,7.0
32001010007P5,2013,8,2,7.0
32001010007P5,2014,8,2,7.0
32001010007P5,2015,8,2,7.0
32001010007P5,2016,8,2,7.0
32001010007P5,2017,8,2,7.0
32001010007P5,2018,8,2,7.0
32001010007P5,2019,8,2,7.0
32001010008P1,2013,9,2,7.0
32001010008P1,2014,9,2,7.0
32001010008P1,2015,9,2,7.0
32001010008P1,2016,9,2,7.0
32001010008P1,2017,9,2,7.0
32001010008P1,2018,9,2,7.0
32001010008P1,2019,9,2,7.0
32001010009P8,2013,6,2,6.0
32001010009P8,2014,6,2,6.0
32001010009P8,2015,6,2,6.0
32001010009P8,2016,6,2,6.0
32001010009P8,2017,6,2,6.0
32001010009P8,2018,6,2,6.0
32001010009P8,2019,6,2,6.0
32001010010P6,2013,9,2,6.0
32001010010P6,2014,9,2,6.0
32001010010P6,2015,9,2,6.0
32001010010P6,2016,9,2,6.0
32001010010P6,2017,9,2,7.0
32001010010P6,2018,9,2,7.0
32001010010P6,2019,9,2,7.0
32001010011P2,2013,39,2,7.0
32001010011P2,2014,39,2,7.0
32001010011P2,2015,39,2,7.0
32001010011P2,2016,39,2,7.0
32001010011P2,2017,39,2,7.0
32001010011P2,2018,39,2,7.0
32001010011P2,2019,39,2,7.0
32001010012P9,2013,33,2,7.0
32001010012P9,2014,33,2,7.0
32001010012P9,2015,33,2,7.0
32001010012P9,2016,33,2,7.0
32001010012P9,2017,33,2,6.0
32001010012P9,2018,33,2,6.0
32001010012P9,2019,33,2,6.0
32001010013P5,2013,28,2,6.0
32001010013P5,2014,28,2,6.0
32001010013P5,2015,28,2,6.0
32001010013P5,2016,28,2,6.0
32001010013P5,2017,28,2,6.0
32001010013P5,2018,28,2,6.0
32001010013P5,2019,28,2,6.0
32001010014P1,2013,10,2,7.0
32001010014P1,2014,10,2,7.0
32001010014P1,2015,10,2,7.0
32001010014P1,2016,10,2,7.0
32001010014P1,2017,10,2,7.0
32001010014P1,2018,10,2,7.0
32001010014P1,2019,10,2,7.0
32001010015P8,2013,14,2,7.0
32001010015P8,2014,14,2,7.0
32001010015P8,2015,14,2,7.0
32001010015P8,2016,14,2,7.0
32001010015P8,2017,14,2,5.0
32001010015P8,2018,14,2,5.0
32001010015P8,2019,14,2,5.0
32001010016P4,2013,13,2,5.0
32001010016P4,2014,13,2,5.0
32001010016P4,2015,13,2,5.0
32001010016P4,2016,13,2,5.0
32001010016P4,2017,13,2,4.0
32001010016P4,2018,13,2,4.0
32001010016P4,2019,13,2,4.0
32001010017P0,2013,12,2,6.0
32001010017P0,2014,12,2,6.0
32001010017P0,2015,12,2,6.0
32001010017P0,2016,12,2,6.0
32001010017P0,2017,12,2,6.0
32001010017P0,2018,12,2,6.0
32001010017P0,2019,12,2,6.0
32001010018P7,2013,12,2,5.0
32001010018P7,2014,12,2,5.0
32001010018P7,2015,12,2,5.0
32001010018P7,2016,12,2,5.0
32001010018P7,2017,12,2,5.0
32001010018P7,2018,12,2,5.0
32001010018P7,2019,12,2,5.0
32001010019P3,2013,16,2,6.0
32001010019P3,2014,16,2,6.0
32001010019P3,2015,16,2,6.0
32001010019P3,2016,16,2,6.0
32001010019P3,2017,16,2,5.0
32001010019P3,2018,16,2,5.0
32001010019P3,2019,16,2,5.0
32001010022P4,2013,17,2,4.0
32001010022P4,2014,17,2,4.0
32001010022P4,2015,17,2,4.0
32001010022P4,2016,17,2,4.0
32001010022P4,2017,17,2,2.5
32001010022P4,2018,17,2,2.5
32001010022P4,2019,17,2,2.5
32001010023P0,2013,16,2,6.0
32001010023P0,2014,16,2,6.0
32001010023P0,2015,16,2,6.0
32001010023P0,2016,16,2,6.0
32001010023P0,2017,16,2,6.0
32001010023P0,2018,16,2,6.0
32001010023P0,2019,16,2,6.0
32001010025P3,2013,18,2,6.0
32001010025P3,2014,18,2,6.0
32001010025P3,2015,18,2,6.0
32001010025P3,2016,18,2,6.0
32001010025P3,2017,18,2,7.0
32001010025P3,2018,18,2,7.0
32001010025P3,2019,18,2,7.0
32001010026P0,2013,27,2,6.0
32001010026P0,2014,27,2,6.0
32001010026P0,2015,27,2,6.0
32001010026P0,2016,27,2,6.0
32001010026P0,2017,27,2,4.0
32001010026P0,2018,27,2,4.0
32001010026P0,2019,27,2,4.0
32001010027P6,2013,26,2,6.0
32001010027P6,2014,26,2,6.0
32001010027P6,2015,26,2,6.0
32001010027P6,2016,26,2,6.0
32001010027P6,2017,26,2,6.0
32001010027P6,2018,26,2,6.0
32001010027P6,2019,26,2,6.0
32001010028P2,2013,31,2,6.0
32001010028P2,2014,31,2,6.0
32001010028P2,2015,31,2,6.0
32001010028P2,2016,31,2,6.0
32001010028P2,2017,31,2,5.0
32001010028P2,2018,31,2,5.0
32001010028P2,2019,31,2,5.0
32001010029P9,2013,23,2,4.0
32001010029P9,2014,23,2,4.0
32001010029P9,2015,23,2,4.0
32001010029P9,2016,23,2,4.0
32001010029P9,2017,23,2,5.0
32001010029P9,2018,23,2,5.0
32001010029P9,2019,23,2,5.0
32001010031P3,2013,25,2,4.0
32001010031P3,2014,25,2,4.0
32001010031P3,2015,25,2,4.0
32001010031P3,2016,25,2,4.0
32001010031P3,2017,25,2,4.0
32001010031P3,2018,25,2,4.0
32001010031P3,2019,25,2,4.0
32001010033P6,2013,34,2,5.0
32001010033P6,2014,34,2,5.0
32001010033P6,2015,34,2,5.0
32001010033P6,2016,34,2,5.0
32001010033P6,2017,34,2,5.0
32001010033P6,2018,34,2,5.0
32001010033P6,2019,34,2,5.0
32001010034P2,2013,30,2,7.0
32001010034P2,2014,30,2,7.0
32001010034P2,2015,30,2,7.0
32001010034P2,2016,30,2,7.0
32001010034P2,2017,30,2,7.0
32001010034P2,2018,30,2,7.0
32001010034P2,2019,30,2,7.0
32001010035P9,2013,16,2,5.0
32001010035P9,2014,16,2,5.0
32001010035P9,2015,16,2,5.0
32001010035P9,2016,16,2,5.0
32001010035P9,2017,16,2,4.0
32001010035P9,2018,16,2,4.0
32001010035P9,2019,16,2,4.0
32001010036P5,2013,7,2,5.0
32001010036P5,2014,7,2,5.0
32001010036P5,2015,7,2,5.0
32001010036P5,2016,7,2,5.0
32001010036P5,2017,7,2,6.0
32001010036P5,2018,7,2,6.0
32001010036P5,2019,7,2,6.0
32001010037P1,2013,36,2,5.0
32001010037P1,2014,36,2,5.0
32001010037P1,2015,36,2,5.0
32001010037P1,2016,36,2,5.0
32001010037P1,2017,36,2,6.0
32001010037P1,2018,36,2,6.0
32001010037P1,2019,36,2,6.0
32001010038P8,2013,10,2,5.0
32001010038P8,2014,10,2,5.0
32001010038P8,2015,10,2,5.0
32001010038P8,2016,10,2,5.0
32001010038P8,2017,10,2,4.0
32001010038P8,2018,10,2,4.0
32001010038P8,2019,10,2,4.0
32001010039P4,2013,5,2,4.0
32001010039P4,2014,5,2,4.0
32001010039P4,2015,5,2,4.0
32001010039P4,2016,5,2,4.0
32001010039P4,2017,5,2,5.0
32001010039P4,2018,5,2,5.0
32001010039P4,2019,5,2,5.0
32001010040P2,2013,21,2,5.0
32001010040P2,2014,21,2,5.0
32001010040P2,2015,21,2,5.0
32001010040P2,2016,21,2,5.0
32001010040P2,2017,21,2,5.0
32001010040P2,2018,21,2,5.0
32001010040P2,2019,21,2,5.0
32001010041P9,2013,37,2,5.0
32001010041P9,2014,37,2,5.0
32001010041P9,2015,37,2,5.0
32001010041P9,2016,37,2,5.0
32001010041P9,2017,37,2,5.0
32001010041P9,2018,37,2,5.0
32001010041P9,2019,37,2,5.0
32001010042P5,2013,24,2,6.0
32001010042P5,2014,24,2,6.0
32001010042P5,2015,24,2,6.0
32001010042P5,2016,24,2,6.0
32001010042P5,2017,24,2,7.0
32001010042P5,2018,24,2,7.0
32001010042P5,2019,24,2,7.0
32001010043P1,2013,40,2,6.0
32001010043P1,2014,40,2,6.0
32001010043P1,2015,40,2,6.0
32001010043P1,2016,40,2,6.0
32001010043P1,2017,40,2,7.0
32001010043P1,2018,40,2,7.0
32001010043P1,2019,40,2,7.0
32001010044P8,2013,12,2,3.0
32001010044P8,2014,12,2,3.0
32001010044P8,2015,12,2,3.0
32001010044P8,2016,12,2,3.0
32001010044P8,2017,12,2,2.5
32001010044P8,2018,12,2,2.5
32001010044P8,2019,12,2,2.5
32001010045P4,2013,22,2,6.0
32001010045P4,2014,22,2,6.0
32001010045P4,2015,22,2,6.0
32001010045P4,2016,22,2,6.0
32001010045P4,2017,22,2,6.0
32001010045P4,2018,22,2,6.0
32001010045P4,2019,22,2,6.0
32001010046P0,2013,20,2,5.0
32001010046P0,2014,20,2,5.0
32001010046P0,2015,20,2,5.0
32001010046P0,2016,20,2,5.0
32001010046P0,2017,20,2,5.0
32001010046P0,2018,20,2,5.0
32001010046P0,2019,20,2,5.0
32001010049P0,2013,29,2,5.0
32001010049P0,2014,29,2,5.0
32001010049P0,2015,29,2,5.0
32001010049P0,2016,29,2,5.0
32001010049P0,2017,29,2,6.0
32001010049P0,2018,29,2,6.0
32001010049P0,2019,29,2,6.0
32001010050P8,2013,13,2,4.0
32001010050P8,2014,13,2,4.0
32001010050P8,2015,13,2,4.0
32001010050P8,2016,13,2,4.0
32001010050P8,2017,13,2,4.0
32001010050P8,2018,13,2,5.0
32001010050P8,2019,13,2,5.0
32001010051P4,2013,11,2,5.0
32001010051P4,2014,11,2,5.0
32001010051P4,2015,11,2,5.0
32001010051P4,2016,11,2,5.0
32001010051P4,2017,11,2,6.0
32001010051P4,2018,11,2,6.0
32001010051P4,2019,11,2,6.0
32001010052P0,2013,31,2,6.0
32001010052P0,2014,31,2,6.0
32001010052P0,2015,31,2,6.0
32001010052P0,2016,31,2,6.0
32001010052P0,2017,31,2,6.0
32001010052P0,2018,31,2,6.0
32001010052P0,2019,31,2,6.0
32001010053P7,2013,1,2,5.0
32001010053P7,2014,1,2,5.0
32001010053P7,2015,1,2,5.0
32001010053P7,2016,1,2,5.0
32001010053P7,2017,1,2,5.0
32001010053P7,2018,1,2,5.0
32001010053P7,2019,1,2,5.0
32001010054P3,2013,6,2,6.0
32001010054P3,2014,6,2,6.0
32001010054P3,2015,6,2,6.0
32001010054P3,2016,6,2,6.0
32001010054P3,2017,6,2,6.0
32001010054P3,2018,6,2,6.0
32001010054P3,2019,6,2,6.0
32001010055P0,2013,19,2,5.0
32001010055P0,2014,19,2,5.0
32001010055P0,2015,19,2,5.0
32001010055P0,2016,19,2,5.0
32001010055P0,2017,19,2,5.0
32001010055P0,2018,19,2,5.0
32001010055P0,2019,19,2,5.0
32001010056P6,2013,41,2,7.0
32001010056P6,2014,41,2,7.0
32001010056P6,2015,41,2,7.0
32001010056P6,2016,41,2,7.0
32001010056P6,2017,41,2,7.0
32001010056P6,2018,41,2,7.0
32001010056P6,2019,41,2,7.0
32001010057P2,2013,41,2,6.0
32001010057P2,2014,41,2,6.0
32001010057P2,2015,41,2,6.0
32001010057P2,2016,41,2,6.0
32001010057P2,2017,41,2,7.0
32001010057P2,2018,41,2,7.0
32001010057P2,2019,41,2,7.0
32001010058P9,2013,11,2,4.5
32001010058P9,2014,11,2,4.5
32001010058P9,2015,11,2,4.5
32001010058P9,2016,11,2,4.5
32001010058P9,2017,11,2,5.0
32001010058P9,2018,11,2,5.0
32001010058P9,2019,11,2,5.0
32001010061P0,2013,7,2,5.0
32001010061P0,2014,7,2,5.0
32001010061P0,2015,7,2,5.0
32001010061P0,2016,7,2,5.0
32001010061P0,2017,7,2,6.0
32001010061P0,2018,7,2,6.0
32001010061P0,2019,7,2,6.0
32001010062P6,2013,21,2,6.0
32001010062P6,2014,21,2,6.0
32001010062P6,2015,21,2,6.0
32001010062P6,2016,21,2,6.0
32001010062P6,2017,21,2,6.0
32001010062P6,2018,21,2,6.0
32001010062P6,2019,21,2,6.0
32001010065P5,2013,15,2,4.0
32001010065P5,2014,15,2,4.0
32001010065P5,2015,15,2,4.0
32001010065P5,2016,15,2,4.0
32001010065P5,2017,15,2,5.0
32001010065P5,2018,15,2,5.0
32001010065P5,2019,15,2,5.0
32001010068P4,2013,6,2,6.0
32001010068P4,2014,6,2,6.0
32001010068P4,2015,6,2,6.0
32001010068P4,2016,6,2,6.0
32001010068P4,2017,6,2,7.0
32001010068P4,2018,6,2,7.0
32001010068P4,2019,6,2,7.0
32001010069P0,2013,17,2,3.0
32001010069P0,2014,17,2,3.0
32001010069P0,2015,17,2,3.0
32001010069P0,2016,17,2,3.0
32001010069P0,2017,17,2,4.0
32001010069P0,2018,17,2,4.0
32001010069P0,2019,17,2,4.0
32001010071P5,2013,10,1,4.0
32001010071P5,2014,10,1,4.0
32001010071P5,2015,10,1,4.0
32001010071P5,2016,10,1,4.0
32001010071P5,2017,10,1,3.0
32001010071P5,2018,10,1,3.0
32001010071P5,2019,10,1,3.0
32001010072P1,2013,35,2,4.0
32001010072P1,2014,35,2,4.0
32001010072P1,2015,35,2,4.0
32001010072P1,2016,35,2,4.0
32001010072P1,2017,35,2,4.0
32001010072P1,2018,35,2,4.0
32001010072P1,2019,35,2,4.0
32001010073P8,2013,42,2,4.0
32001010073P8,2014,42,2,4.0
32001010073P8,2015,42,2,4.0
32001010073P8,2016,42,2,4.0
32001010073P8,2017,42,2,4.0
32001010073P8,2018,42,2,4.0
32001010073P8,2019,42,2,4.0
32001010074P4,2013,45,2,4.0
32001010074P4,2014,45,2,4.0
32001010074P4,2015,45,2,4.0
32001010074P4,2016,45,2,4.0
32001010074P4,2017,45,2,4.0
32001010074P4,2018,45,2,4.0
32001010074P4,2019,45,2,4.0
32001010075P0,2013,49,1,3.0
32001010075P0,2014,49,1,3.0
32001010075P0,2015,49,1,3.0
32001010075P0,2016,49,1,3.0
32001010075P0,2017,49,1,4.0
32001010075P0,2018,49,2,4.0
32001010075P0,2019,49,2,4.0
32001010077P3,2013,45,2,5.0
32001010077P3,2014,45,2,5.0
32001010077P3,2015,45,2,5.0
32001010077P3,2016,45,2,5.0
32001010077P3,2017,45,2,5.0
32001010077P3,2018,45,2,5.0
32001010077P3,2019,45,2,5.0
32001010078P0,2013,27,1,4.0
32001010078P0,2014,27,1,4.0
32001010078P0,2015,27,1,4.0
32001010078P0,2016,27,2,4.0
32001010078P0,2017,27,2,4.0
32001010078P0,2018,27,2,4.0
32001010078P0,2019,27,2,4.0
32001010079P6,2013,45,2,5.0
32001010079P6,2014,45,2,5.0
32001010079P6,2015,45,2,5.0
32001010079P6,2016,45,2,5.0
32001010079P6,2017,45,2,5.0
32001010079P6,2018,45,2,5.0
32001010079P6,2019,45,2,5.0
32001010085P6,2013,8,1,5.0
32001010085P6,2014,8,1,5.0
32001010085P6,2015,8,1,5.0
32001010085P6,2016,8,1,5.0
32001010085P6,2017,8,1,5.0
32001010085P6,2018,8,1,5.0
32001010085P6,2019,8,1,5.0
