CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CD_CURSO_PPG,CD_CONCEITO_CURSO
24001015044P5,2015,11,2,4.0
24001015044P5,2016,11,2,4.0
24001015044P5,2017,11,2,4.0
24001015044P5,2018,11,2,4.0
24001015044P5,2019,11,2,4.0
24001015045P1,2013,40,1,3.0
24001015045P1,2014,40,1,3.0
24001015045P1,2015,40,1,3.0
24001015045P1,2016,40,1,3.0
24001015045P1,2017,40,1,3.0
24001015045P1,2018,40,1,3.0
24001015045P1,2019,40,1,3.0
24001015046P8,2013,33,1,3.0
24001015046P8,2014,33,1,3.0
24001015046P8,2015,33,1,3.0
24001015046P8,2016,33,1,3.0
24001015047P4,2013,2,1,3.0
24001015047P4,2014,2,1,3.0
24001015047P4,2015,2,1,3.0
24001015047P4,2016,2,1,3.0
24001015047P4,2017,2,1,4.0
24001015047P4,2018,2,1,4.0
24001015047P4,2019,2,1,4.0
24001015048P0,2013,41,2,5.0
24001015048P0,2014,41,2,5.0
24001015048P0,2015,41,2,5.0
24001015048P0,2016,41,2,5.0
24001015048P0,2017,41,2,6.0
24001015048P0,2018,41,2,6.0
24001015048P0,2019,41,2,6.0
24001015049P7,2013,31,2,4.0
24001015049P7,2014,31,2,4.0
24001015049P7,2015,31,2,4.0
24001015049P7,2016,31,2,4.0
24001015049P7,2017,31,2,4.0
24001015049P7,2018,31,2,4.0
24001015049P7,2019,31,2,4.0
24001015050P5,2013,44,1,4.0
24001015050P5,2014,44,2,4.0
24001015050P5,2015,44,2,4.0
24001015050P5,2016,44,2,4.0
24001015050P5,2017,44,2,4.0
24001015050P5,2018,44,2,4.0
24001015050P5,2019,44,2,4.0
24001015051P1,2013,41,2,4.0
24001015051P1,2014,41,2,4.0
24001015051P1,2015,41,2,4.0
24001015051P1,2016,41,2,4.0
24001015051P1,2017,41,2,4.0
24001015051P1,2018,41,2,4.0
24001015051P1,2019,41,2,4.0
24001015052P8,2013,29,2,4.0
24001015052P8,2014,29,2,4.0
24001015052P8,2015,29,2,4.0
24001015052P8,2016,29,2,4.0
24001015052P8,2017,29,2,4.0
24001015052P8,2018,29,2,4.0
24001015052P8,2019,29,2,4.0
24001015053P4,2013,31,1,3.0
24001015053P4,2014,31,1,3.0
24001015053P4,2015,31,1,3.0
24001015053P4,2016,31,1,3.0
24001015053P4,2017,31,1,3.0
24001015053P4,2018,31,1,3.0
24001015053P4,2019,31,1,3.0
24001015054P0,2013,25,1,3.0
24001015054P0,2014,25,1,3.0
24001015054P0,2015,25,1,3.0
24001015054P0,2016,25,1,3.0
24001015054P0,2017,25,1,3.0
24001015054P0,2018,25,1,3.0
24001015054P0,2019,25,1,3.0
24001015055P7,2013,45,2,4.0
24001015055P7,2014,45,2,4.0
24001015055P7,2015,45,2,4.0
24001015055P7,2016,45,2,4.0
24001015055P7,2017,45,2,5.0
24001015055P7,2018,45,2,5.0
24001015055P7,2019,45,2,5.0
24001015056P3,2013,11,1,3.0
24001015056P3,2014,11,1,3.0
24001015056P3,2015,11,1,3.0
24001015056P3,2016,11,1,3.0
24001015056P3,2017,11,1,3.0
24001015056P3,2018,11,1,3.0
24001015056P3,2019,11,1,3.0
24001015057P0,2013,6,1,3.0
24001015057P0,2014,6,1,3.0
24001015057P0,2015,6,1,3.0
24001015057P0,2016,6,1,3.0
24001015057P0,2017,6,1,3.0
24001015057P0,2018,6,1,3.0
24001015057P0,2019,6,1,3.0
24001015058P6,2013,1,1,4.0
24001015058P6,2014,1,1,4.0
24001015058P6,2015,1,1,4.0
24001015058P6,2016,1,1,4.0
24001015058P6,2017,1,1,5.0
24001015058P6,2018,1,1,5.0
24001015058P6,2019,1,1,5.0
24001015059P2,2013,27,1,3.0
24001015059P2,2014,27,1,3.0
24001015059P2,2015,27,1,3.0
24001015059P2,2016,27,1,3.0
24001015059P2,2017,27,1,3.0
24001015059P2,2018,27,1,3.0
24001015059P2,2019,27,1,3.0
24001015060P0,2013,35,1,3.0
24001015060P0,2014,35,1,3.0
24001015060P0,2015,35,1,3.0
24001015060P0,2016,35,1,3.0
24001015060P0,2017,35,1,4.0
24001015060P0,2018,35,2,4.0
24001015060P0,2019,35,2,4.0
24001015061P7,2013,47,2,4.0
24001015061P7,2014,47,2,4.0
24001015061P7,2015,47,2,4.0
24001015061P7,2016,47,2,4.0
24001015061P7,2017,47,2,3.0
24001015061P7,2018,47,2,3.0
24001015061P7,2019,47,2,3.0
24001015062P3,2013,14,1,3.0
24001015062P3,2014,14,1,3.0
24001015062P3,2015,14,1,3.0
24001015062P3,2016,14,1,3.0
24001015062P3,2017,14,1,3.0
24001015062P3,2018,14,1,3.0
24001015062P3,2019,14,1,3.0
24001015063P0,2013,37,2,5.0
24001015063P0,2014,37,2,5.0
24001015063P0,2015,37,2,5.0
24001015063P0,2016,37,2,5.0
24001015063P0,2017,37,2,5.0
24001015063P0,2018,37,2,5.0
24001015063P0,2019,37,2,5.0
24001015064P6,2013,42,1,3.0
24001015064P6,2014,42,1,3.0
24001015064P6,2015,42,1,3.0
24001015064P6,2016,42,1,3.0
24001015064P6,2017,42,1,3.0
24001015064P6,2018,42,1,3.0
24001015064P6,2019,42,1,3.0
24001015065P2,2013,45,1,3.0
24001015065P2,2014,45,1,3.0
24001015065P2,2015,45,1,3.0
24001015065P2,2016,45,1,3.0
24001015065P2,2017,45,1,4.0
24001015065P2,2018,45,1,4.0
24001015065P2,2019,45,1,4.0
24001015066P9,2013,41,1,4.0
24001015066P9,2014,41,1,4.0
24001015066P9,2015,41,1,4.0
24001015066P9,2016,41,1,4.0
24001015066P9,2017,41,1,4.0
24001015066P9,2018,41,1,4.0
24001015066P9,2019,41,1,4.0
24001015067P5,2013,37,1,3.0
24001015067P5,2014,37,1,3.0
24001015067P5,2015,37,1,3.0
24001015067P5,2016,37,1,3.0
24001015067P5,2017,37,2,4.0
24001015067P5,2018,37,2,4.0
24001015067P5,2019,37,2,4.0
24001015068P1,2013,31,1,3.0
24001015068P1,2014,31,1,3.0
24001015068P1,2015,31,1,3.0
24001015068P1,2016,31,1,3.0
24001015068P1,2017,31,1,3.0
24001015068P1,2018,31,1,3.0
24001015068P1,2019,31,1,3.0
24001015069P8,2015,28,1,4.0
24001015069P8,2016,28,1,4.0
24001015069P8,2017,28,1,4.0
24001015069P8,2018,28,1,4.0
24001015069P8,2019,28,1,4.0
24001015071P2,2014,45,1,3.0
24001015071P2,2015,45,1,3.0
24001015071P2,2016,45,1,3.0
24001015071P2,2017,45,1,3.0
24001015071P2,2018,45,1,3.0
24001015071P2,2019,45,1,3.0
24001015072P9,2014,13,1,3.0
24001015072P9,2015,13,1,3.0
24001015072P9,2016,13,1,3.0
24001015072P9,2017,13,1,3.0
24001015072P9,2018,13,1,3.0
24001015072P9,2019,13,1,3.0
24001015073P5,2015,38,1,3.0
24001015073P5,2016,38,1,3.0
24001015073P5,2017,38,1,3.0
24001015073P5,2018,38,1,3.0
24001015073P5,2019,38,1,3.0
24001015074P1,2014,48,1,3.0
24001015074P1,2015,48,1,3.0
24001015074P1,2016,48,1,3.0
24001015074P1,2017,48,1,3.0
24001015074P1,2018,48,1,3.0
24001015074P1,2019,48,1,3.0
24001015075P8,2015,27,2,4.0
24001015075P8,2016,27,2,4.0
24001015075P8,2017,27,2,4.0
24001015075P8,2018,27,2,4.0
24001015075P8,2019,27,2,4.0
24001015076P4,2015,12,1,3.0
24001015076P4,2016,12,1,3.0
24001015076P4,2017,12,1,3.0
24001015076P4,2018,12,1,3.0
24001015076P4,2019,12,1,3.0
24001015077P0,2016,20,1,4.0
24001015077P0,2017,20,1,4.0
24001015077P0,2018,20,1,4.0
24001015077P0,2019,20,1,4.0
24001015078P7,2016,11,1,3.0
24001015078P7,2017,11,1,3.0
24001015078P7,2018,11,1,3.0
24001015078P7,2019,11,1,3.0
24001015079P3,2016,27,1,3.0
24001015079P3,2017,27,1,3.0
24001015079P3,2018,27,1,3.0
24001015079P3,2019,27,1,3.0
24001015080P1,2016,39,1,3.0
24001015080P1,2017,39,1,3.0
24001015080P1,2018,39,1,3.0
24001015080P1,2019,39,1,3.0
24001015081P8,2017,21,1,3.0
24001015081P8,2018,21,1,3.0
24001015081P8,2019,21,1,3.0
24001031020P0,2013,42,2,5.0
24001031020P0,2014,42,2,5.0
24001031020P0,2015,42,2,5.0
24001031020P0,2016,42,2,5.0
24001031020P0,2017,42,2,5.0
24001031020P0,2018,42,2,5.0
24001031020P0,2019,42,2,5.0
24001031021P6,2013,42,2,4.0
24001031021P6,2014,42,2,4.0
24001031021P6,2015,42,2,4.0
24001031021P6,2016,42,2,4.0
24001031021P6,2017,42,2,4.0
24001031021P6,2018,42,2,2.5
24001031021P6,2019,42,2,2.5
24001031024P5,2013,23,1,4.0
24001031024P5,2014,23,1,4.0
24001031024P5,2015,23,1,4.0
24001031024P5,2016,23,1,4.0
24001031024P5,2017,23,1,4.0
24001031024P5,2018,23,1,4.0
24001031024P5,2019,23,1,4.0
24001031025P1,2013,24,1,3.0
24001031025P1,2014,24,1,3.0
24001031025P1,2015,24,1,3.0
24001031025P1,2016,24,1,3.0
24001031025P1,2017,24,1,4.0
24001031025P1,2018,24,1,4.0
24001031025P1,2019,24,1,4.0
24001031026P8,2014,7,1,3.0
24001031026P8,2015,7,1,3.0
24001031026P8,2016,7,1,3.0
24001031026P8,2017,7,1,3.0
24001031026P8,2018,7,1,3.0
24001031026P8,2019,7,1,3.0
24001040001P4,2013,7,1,3.0
24001040001P4,2014,7,1,3.0
24001040001P4,2015,7,1,3.0
24001040001P4,2016,7,1,3.0
24001040001P4,2017,7,1,3.0
24001040001P4,2018,7,1,3.0
24001040001P4,2019,7,1,3.0
24003018001P7,2014,26,1,3.0
24003018001P7,2015,26,1,3.0
24003018001P7,2016,26,1,3.0
24003018001P7,2017,26,1,3.0
24003018001P7,2018,26,1,3.0
24003018001P7,2019,26,1,3.0
24004014004P2,2013,41,2,3.0
24004014004P2,2014,41,2,3.0
24004014004P2,2015,41,2,3.0
24004014004P2,2016,41,2,3.0
24004014004P2,2017,41,2,4.0
24004014004P2,2018,41,2,4.0
24004014004P2,2019,41,2,4.0
24004014005P9,2013,10,2,4.0
24004014005P9,2014,10,2,4.0
24004014005P9,2015,10,2,4.0
24004014005P9,2016,10,2,4.0
24004014005P9,2017,10,2,4.0
24004014005P9,2018,10,2,4.0
24004014005P9,2019,10,2,4.0
24004014006P5,2013,46,1,4.0
24004014006P5,2014,46,1,4.0
24004014006P5,2015,46,1,4.0
24004014006P5,2016,46,1,4.0
24004014006P5,2017,46,1,4.0
24004014006P5,2018,46,1,4.0
24004014006P5,2019,46,1,4.0
24004014007P1,2013,39,1,4.0
24004014007P1,2014,39,1,4.0
24004014007P1,2015,39,1,4.0
24004014007P1,2016,39,1,4.0
24004014007P1,2017,39,1,4.0
24004014007P1,2018,39,1,4.0
24004014007P1,2019,39,1,4.0
24004014008P8,2013,30,1,3.0
24004014008P8,2014,30,1,3.0
24004014008P8,2015,30,1,3.0
24004014008P8,2016,30,1,3.0
24004014008P8,2017,30,1,3.0
24004014008P8,2018,30,1,3.0
24004014008P8,2019,30,1,3.0
24004014009P4,2013,22,1,3.0
24004014009P4,2014,22,1,3.0
24004014009P4,2015,22,1,3.0
24004014009P4,2016,22,1,3.0
24004014009P4,2017,22,1,3.0
24004014009P4,2018,22,1,3.0
24004014009P4,2019,22,1,3.0
24004014010P2,2013,18,2,4.0
24004014010P2,2014,18,2,4.0
24004014010P2,2015,18,2,4.0
24004014010P2,2016,18,2,4.0
24004014010P2,2017,18,2,4.0
24004014010P2,2018,18,2,4.0
24004014010P2,2019,18,2,4.0
24004014011P9,2013,7,1,3.0
24004014011P9,2014,7,1,3.0
24004014011P9,2015,7,1,3.0
24004014011P9,2016,7,1,3.0
24004014011P9,2017,7,1,4.0
24004014011P9,2018,7,2,4.0
24004014011P9,2019,7,2,4.0
24004014012P5,2013,42,1,3.0
24004014012P5,2014,42,1,3.0
24004014012P5,2015,42,1,3.0
24004014012P5,2016,42,1,3.0
24004014012P5,2017,42,1,4.0
24004014012P5,2018,42,1,4.0
24004014012P5,2019,42,1,4.0
24004014013P1,2013,38,1,3.0
24004014013P1,2014,38,1,3.0
24004014013P1,2015,38,1,3.0
24004014013P1,2016,38,1,3.0
24004014013P1,2017,38,1,4.0
24004014013P1,2018,38,1,4.0
24004014013P1,2019,38,1,4.0
24004014014P8,2013,19,1,3.0
24004014014P8,2014,19,1,3.0
24004014014P8,2015,19,1,3.0
24004014014P8,2016,19,1,3.0
24004014014P8,2017,19,1,3.0
24004014014P8,2018,19,1,3.0
24004014014P8,2019,19,1,3.0
24004014015P4,2013,32,1,3.0
24004014015P4,2014,32,1,3.0
24004014015P4,2015,32,1,3.0
24004014015P4,2016,32,1,3.0
24004014015P4,2017,32,1,3.0
24004014015P4,2018,32,1,3.0
24004014015P4,2019,32,1,3.0
24004014016P0,2013,15,1,3.0
24004014016P0,2014,15,1,3.0
24004014016P0,2015,15,1,3.0
24004014016P0,2016,15,1,3.0
24004014016P0,2017,15,1,3.0
24004014016P0,2018,15,1,3.0
24004014016P0,2019,15,1,3.0
24004014017P7,2013,46,1,3.0
24004014017P7,2014,46,1,3.0
24004014017P7,2015,46,1,3.0
24004014017P7,2016,46,1,3.0
24004014017P7,2017,46,1,3.0
24004014017P7,2018,46,1,3.0
24004014017P7,2019,46,1,3.0
24004014018P3,2015,37,1,3.0
24004014018P3,2016,37,1,3.0
24004014018P3,2017,37,1,3.0
24004014018P3,2018,37,1,3.0
24004014018P3,2019,37,1,3.0
24004014070P5,2015,4,1,3.0
24004014070P5,2016,4,1,3.0
24004014070P5,2017,4,1,3.0
24004014070P5,2018,4,1,3.0
24004014070P5,2019,4,1,3.0
24007013001P2,2013,14,1,3.0
24007013001P2,2014,14,1,3.0
24007013001P2,2015,14,1,3.0
24007013001P2,2016,14,1,3.0
24007013001P2,2017,14,1,3.0
24007013001P2,2018,14,1,3.0
24007013001P2,2019,14,1,3.0
24009016001P5,2013,5,2,5.0
24009016001P5,2014,5,2,5.0
24009016001P5,2015,5,2,5.0
24009016001P5,2016,5,2,5.0
24009016001P5,2017,5,2,4.0
24009016001P5,2018,5,2,4.0
24009016001P5,2019,5,2,4.0
24009016002P1,2013,10,2,4.0
24009016002P1,2014,10,2,4.0
24009016002P1,2015,10,2,4.0
24009016002P1,2016,10,2,4.0
24009016002P1,2017,10,2,4.0
24009016002P1,2018,10,2,4.0
24009016002P1,2019,10,2,4.0
24009016003P8,2013,14,2,6.0
24009016003P8,2014,14,2,6.0
24009016003P8,2015,14,2,6.0
24009016003P8,2016,14,2,6.0
24009016003P8,2017,14,2,7.0
24009016003P8,2018,14,2,7.0
24009016003P8,2019,14,2,7.0
24009016004P4,2013,12,2,4.0
24009016004P4,2014,12,2,4.0
24009016004P4,2015,12,2,4.0
24009016004P4,2016,12,2,4.0
24009016004P4,2017,12,2,3.0
24009016004P4,2018,12,2,3.0
24009016004P4,2019,12,2,3.0
24009016005P0,2013,2,2,4.0
24009016005P0,2014,2,2,4.0
24009016005P0,2015,2,2,4.0
24009016005P0,2016,2,2,4.0
24009016005P0,2017,2,2,4.0
24009016005P0,2018,2,2,4.0
24009016005P0,2019,2,2,4.0
24009016007P3,2013,42,2,5.0
24009016007P3,2014,42,2,5.0
24009016007P3,2015,42,2,5.0
24009016007P3,2016,42,2,5.0
24009016007P3,2017,42,2,5.0
24009016007P3,2018,42,2,5.0
24009016007P3,2019,42,2,5.0
24009016009P6,2013,49,2,4.0
24009016009P6,2014,49,2,4.0
24009016009P6,2015,49,2,4.0
24009016009P6,2016,49,2,4.0
24009016009P6,2017,49,2,4.0
24009016009P6,2018,49,2,4.0
24009016009P6,2019,49,2,4.0
24009016010P4,2013,12,1,3.0
24009016010P4,2014,12,1,3.0
24009016010P4,2015,12,1,3.0
24009016010P4,2016,12,1,3.0
24009016010P4,2017,12,1,3.0
24009016010P4,2018,12,1,3.0
24009016010P4,2019,12,1,3.0
24009016011P0,2013,24,2,5.0
24009016011P0,2014,24,2,5.0
24009016011P0,2015,24,2,5.0
24009016011P0,2016,24,2,5.0
24009016011P0,2017,24,2,4.0
24009016011P0,2018,24,2,4.0
24009016011P0,2019,24,2,4.0
24009016012P7,2013,1,1,4.0
24009016012P7,2014,1,1,4.0
24009016012P7,2015,1,1,4.0
24009016012P7,2016,1,1,4.0
24009016012P7,2017,1,1,4.0
24009016012P7,2018,1,1,4.0
24009016012P7,2019,1,1,4.0
24009016013P3,2013,23,1,4.0
24009016013P3,2014,23,1,4.0
24009016013P3,2015,23,1,4.0
24009016013P3,2016,23,1,4.0
24009016013P3,2017,23,1,3.0
24009016013P3,2018,23,1,3.0
24009016013P3,2019,23,1,3.0
24009016014P0,2013,12,2,5.0
24009016014P0,2014,12,2,5.0
24009016014P0,2015,12,2,5.0
24009016014P0,2016,12,2,5.0
24009016014P0,2017,12,2,5.0
24009016014P0,2018,12,2,5.0
24009016014P0,2019,12,2,5.0
24009016015P6,2013,41,1,3.0
24009016015P6,2014,41,1,3.0
24009016015P6,2015,41,1,3.0
24009016015P6,2016,41,1,3.0
24009016015P6,2017,41,1,4.0
24009016015P6,2018,41,1,4.0
24009016015P6,2019,41,1,4.0
24009016017P9,2013,3,1,3.0
24009016017P9,2014,3,1,3.0
24009016017P9,2015,3,1,3.0
24009016017P9,2016,3,1,3.0
24009016017P9,2017,3,1,3.0
24009016017P9,2018,3,1,3.0
24009016017P9,2019,3,1,3.0
24009016018P5,2013,40,1,3.0
24009016018P5,2014,40,1,3.0
24009016018P5,2015,40,1,3.0
24009016018P5,2016,40,1,3.0
24009016018P5,2017,40,1,3.0
24009016018P5,2018,40,1,3.0
24009016018P5,2019,40,1,3.0
24009016019P1,2013,34,2,3.0
24009016019P1,2014,34,2,3.0
24009016019P1,2015,34,2,3.0
24009016019P1,2016,34,2,3.0
24009016019P1,2017,34,2,4.0
24009016019P1,2018,34,2,4.0
24009016019P1,2019,34,2,4.0
24009016021P6,2013,42,1,3.0
24009016021P6,2014,42,1,3.0
24009016021P6,2015,42,1,3.0
24009016021P6,2016,42,1,3.0
24009016021P6,2017,42,1,3.0
24009016021P6,2018,42,1,3.0
24009016021P6,2019,42,1,3.0
24009016025P1,2013,13,1,3.0
24009016025P1,2014,13,1,3.0
24009016025P1,2015,13,1,3.0
24009016025P1,2016,13,1,3.0
24009016025P1,2017,13,1,3.0
24009016025P1,2018,13,1,3.0
24009016025P1,2019,13,1,3.0
24009016026P8,2013,49,1,3.0
24009016026P8,2014,49,1,3.0
24009016026P8,2015,49,1,3.0
24009016026P8,2016,49,1,3.0
24009016026P8,2017,49,1,3.0
24009016026P8,2018,49,1,3.0
24009016026P8,2019,49,1,3.0
24009016027P4,2013,14,1,4.0
24009016027P4,2014,14,1,4.0
24009016028P0,2013,42,1,3.0
24009016028P0,2014,42,1,3.0
24009016028P0,2015,42,1,3.0
24009016028P0,2016,42,1,3.0
24009016028P0,2017,42,1,3.0
24009016028P0,2018,42,1,3.0
24009016028P0,2019,42,1,3.0
24009016029P7,2013,5,1,3.0
24009016029P7,2014,5,1,3.0
24009016029P7,2015,5,1,3.0
24009016029P7,2016,5,1,3.0
24009016029P7,2017,5,1,3.0
24009016029P7,2018,5,1,3.0
24009016029P7,2019,5,1,3.0
24009016030P5,2013,48,1,3.0
24009016030P5,2014,48,1,3.0
24009016030P5,2015,48,1,3.0
24009016030P5,2016,48,1,3.0
24009016030P5,2017,48,1,3.0
24009016030P5,2018,48,1,3.0
24009016030P5,2019,48,1,3.0
24009016031P1,2014,29,1,3.0
24009016031P1,2015,29,1,3.0
24009016031P1,2016,29,1,3.0
24009016031P1,2017,29,1,3.0
24009016031P1,2018,29,1,3.0
24009016031P1,2019,29,1,3.0
24009016070P7,2015,49,1,3.0
24009016070P7,2017,49,1,3.0
24009016070P7,2018,49,1,3.0
24009016070P7,2019,49,1,3.0
24009016071P3,2016,38,1,3.0
24009016071P3,2017,38,1,3.0
24009016071P3,2018,38,1,3.0
24009016071P3,2019,38,1,3.0
24009016171P8,2017,39,1,3.0
24009016171P8,2018,39,1,3.0
24009016171P8,2019,39,1,3.0
24009016172P4,2018,27,1,3.0
24009016172P4,2019,27,1,3.0
25001019001P7,2013,38,2,5.0
25001019001P7,2014,38,2,5.0
25001019001P7,2015,38,2,5.0
25001019001P7,2016,38,2,5.0
25001019001P7,2017,38,2,5.0
25001019001P7,2018,38,2,5.0
25001019001P7,2019,38,2,5.0
25001019002P3,2013,3,2,6.0
25001019002P3,2014,3,2,6.0
25001019002P3,2015,3,2,6.0
25001019002P3,2016,3,2,6.0
25001019002P3,2017,3,2,7.0
25001019002P3,2018,3,2,7.0
25001019002P3,2019,3,2,7.0
25001019003P0,2013,1,2,5.0
25001019003P0,2014,1,2,5.0
25001019003P0,2015,1,2,5.0
25001019003P0,2016,1,2,5.0
25001019003P0,2017,1,2,5.0
25001019003P0,2018,1,2,5.0
25001019003P0,2019,1,2,5.0
25001019004P6,2013,2,2,6.0
25001019004P6,2014,2,2,6.0
25001019004P6,2015,2,2,6.0
25001019004P6,2016,2,2,6.0
25001019004P6,2017,2,2,7.0
25001019004P6,2018,2,2,7.0
25001019004P6,2019,2,2,7.0
25001019007P5,2013,5,2,5.0
25001019007P5,2014,5,2,5.0
25001019007P5,2015,5,2,5.0
25001019007P5,2016,5,2,5.0
25001019007P5,2017,5,2,4.0
25001019007P5,2018,5,2,4.0
25001019007P5,2019,5,2,4.0
25001019009P8,2013,8,2,4.0
25001019009P8,2014,8,2,4.0
25001019009P8,2015,8,2,4.0
25001019009P8,2016,8,2,4.0
25001019009P8,2017,8,2,4.0
25001019009P8,2018,8,2,4.0
25001019009P8,2019,8,2,4.0
25001019010P6,2013,7,2,5.0
25001019010P6,2014,7,2,5.0
25001019010P6,2015,7,2,5.0
25001019010P6,2016,7,2,5.0
25001019010P6,2017,7,2,4.0
25001019010P6,2018,7,2,4.0
25001019010P6,2019,7,2,4.0
25001019012P9,2013,34,2,5.0
25001019012P9,2014,34,2,5.0
25001019012P9,2015,34,2,5.0
25001019012P9,2016,34,2,5.0
25001019012P9,2017,34,2,6.0
25001019012P9,2018,34,2,6.0
25001019012P9,2019,34,2,6.0
25001019013P5,2013,35,2,5.0
25001019013P5,2014,35,2,5.0
25001019013P5,2015,35,2,5.0
25001019013P5,2016,35,2,5.0
25001019013P5,2017,35,2,5.0
25001019013P5,2018,35,2,5.0
25001019013P5,2019,35,2,5.0
25001019015P8,2013,40,2,4.0
25001019015P8,2014,40,2,4.0
25001019015P8,2015,40,2,4.0
25001019015P8,2016,40,2,4.0
25001019015P8,2017,40,2,4.0
25001019015P8,2018,40,2,4.0
25001019015P8,2019,40,2,4.0
25001019016P4,2013,36,2,5.0
25001019016P4,2014,36,2,5.0
25001019016P4,2015,36,2,5.0
25001019016P4,2016,36,2,5.0
25001019016P4,2017,36,2,5.0
25001019016P4,2018,36,2,5.0
25001019016P4,2019,36,2,5.0
25001019017P0,2013,28,2,5.0
25001019017P0,2014,28,2,5.0
25001019017P0,2015,28,2,5.0
25001019017P0,2016,28,2,5.0
25001019017P0,2017,28,2,5.0
25001019017P0,2018,28,2,5.0
25001019017P0,2019,28,2,5.0
25001019018P7,2013,37,2,4.0
25001019018P7,2014,37,2,4.0
25001019018P7,2015,37,2,4.0
25001019018P7,2016,37,2,4.0
25001019018P7,2017,37,2,4.0
25001019018P7,2018,37,2,4.0
25001019018P7,2019,37,2,4.0
25001019019P3,2013,14,2,5.0
25001019019P3,2014,14,2,5.0
25001019019P3,2015,14,2,5.0
25001019019P3,2016,14,2,5.0
25001019019P3,2017,14,2,5.0
25001019019P3,2018,14,2,5.0
25001019019P3,2019,14,2,5.0
25001019020P1,2013,12,2,5.0
25001019020P1,2014,12,2,5.0
25001019020P1,2015,12,2,5.0
25001019020P1,2016,12,2,5.0
25001019020P1,2017,12,2,5.0
25001019020P1,2018,12,2,5.0
25001019020P1,2019,12,2,5.0
25001019021P8,2013,13,2,6.0
25001019021P8,2014,13,2,6.0
25001019021P8,2015,13,2,6.0
25001019021P8,2016,13,2,6.0
25001019021P8,2017,13,2,7.0
25001019021P8,2018,13,2,7.0
25001019021P8,2019,13,2,7.0
25001019022P4,2013,16,1,3.0
25001019022P4,2014,16,1,3.0
25001019022P4,2015,16,1,3.0
25001019022P4,2016,16,1,3.0
25001019022P4,2017,16,1,2.0
25001019022P4,2018,16,1,2.0
25001019022P4,2019,16,1,2.0
25001019023P0,2013,17,2,4.0
25001019023P0,2014,17,2,4.0
25001019023P0,2015,17,2,4.0
25001019023P0,2016,17,2,4.0
25001019023P0,2017,17,2,4.0
25001019023P0,2018,17,2,4.0
25001019023P0,2019,17,2,4.0
25001019024P7,2013,16,2,5.0
25001019024P7,2014,16,2,5.0
25001019024P7,2015,16,2,5.0
25001019024P7,2016,16,2,5.0
25001019024P7,2017,16,2,5.0
25001019024P7,2018,16,2,5.0
25001019024P7,2019,16,2,5.0
25001019026P0,2013,16,2,4.0
25001019026P0,2014,16,2,4.0
25001019026P0,2015,16,2,4.0
25001019026P0,2016,16,2,4.0
25001019026P0,2017,16,2,3.0
25001019026P0,2018,16,2,3.0
25001019026P0,2019,16,2,3.0
25001019027P6,2013,19,2,4.0
25001019027P6,2014,19,2,4.0
25001019027P6,2015,19,2,4.0
25001019027P6,2016,19,2,4.0
25001019027P6,2017,19,2,4.0
25001019027P6,2018,19,2,4.0
25001019027P6,2019,19,2,4.0
25001019028P2,2013,50,2,6.0
25001019028P2,2014,50,2,6.0
25001019028P2,2015,50,2,6.0
25001019028P2,2016,50,2,6.0
25001019028P2,2017,50,2,5.0
25001019028P2,2018,50,2,5.0
25001019028P2,2019,50,2,5.0
25001019029P9,2013,26,2,4.0
25001019029P9,2014,26,2,4.0
25001019029P9,2015,26,2,4.0
25001019029P9,2016,26,2,4.0
25001019029P9,2017,26,2,4.0
25001019029P9,2018,26,2,4.0
25001019029P9,2019,26,2,4.0
25001019030P7,2013,30,2,5.0
25001019030P7,2014,30,2,5.0
25001019030P7,2015,30,2,5.0
25001019030P7,2016,30,2,5.0
25001019030P7,2017,30,2,5.0
25001019030P7,2018,30,2,5.0
25001019030P7,2019,30,2,5.0
25001019031P3,2013,32,2,6.0
25001019031P3,2014,32,2,6.0
25001019031P3,2015,32,2,6.0
25001019031P3,2016,32,2,6.0
25001019031P3,2017,32,2,6.0
25001019031P3,2018,32,2,6.0
25001019031P3,2019,32,2,6.0
25001019032P0,2013,41,2,5.0
25001019032P0,2014,41,2,5.0
25001019032P0,2015,41,2,5.0
25001019032P0,2016,41,2,5.0
25001019032P0,2017,41,2,4.0
25001019032P0,2018,41,2,4.0
25001019032P0,2019,41,2,4.0
25001019033P6,2013,39,2,6.0
25001019033P6,2014,39,2,6.0
25001019033P6,2015,39,2,6.0
25001019033P6,2016,39,2,6.0
25001019033P6,2017,39,2,6.0
25001019033P6,2018,39,2,6.0
25001019033P6,2019,39,2,6.0
25001019034P2,2013,7,2,5.0
25001019034P2,2014,7,2,5.0
25001019034P2,2015,7,2,5.0
25001019034P2,2016,7,2,5.0
25001019034P2,2017,7,2,5.0
25001019034P2,2018,7,2,5.0
25001019034P2,2019,7,2,5.0
25001019036P5,2013,4,2,6.0
25001019036P5,2014,4,2,6.0
25001019036P5,2015,4,2,6.0
25001019036P5,2016,4,2,6.0
25001019036P5,2017,4,2,6.0
25001019036P5,2018,4,2,6.0
25001019036P5,2019,4,2,6.0
25001019037P1,2013,6,2,4.0
25001019037P1,2014,6,2,4.0
25001019037P1,2015,6,2,4.0
25001019037P1,2016,6,2,4.0
25001019037P1,2017,6,2,4.0
25001019037P1,2018,6,2,4.0
25001019037P1,2019,6,2,4.0
