CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CONCEITO_PROGRAMA,Total_docentes,Mulheres,Homens,Brasileiros,Estrangeiros,QTDE_Regime_Parcial,QTDE_Regime_Integral,QTDE_Regime_Exclusivo,QTDE_Prof_Doutor,QTDE_Prof_NaoDoutor,QTDE_titulados_Brasil,QTDE_titulados_Exterior,Profs_Colaboradores,Profs_ServidoresPublicos,Profs_VinculoCLT,Profs_Aposentados,Profs_BolsaDeFixacao,Total_cursos,MEDIA_CONCEITO_CURSO
12001015016P8,2017,42,3,17,4,13,17,0,5,8,4,17,0,15,2,2,14,1,0,0,1,3.0
12001015016P8,2018,42,3,19,5,14,19,0,5,7,7,19,0,16,3,2,16,1,0,0,1,3.0
12001015016P8,2019,42,3,22,6,16,22,0,6,8,8,22,0,19,3,2,19,1,0,0,1,3.0
12001015018P0,2013,45,3,32,18,14,30,2,1,31,0,32,0,27,5,0,31,1,0,0,1,3.0
12001015018P0,2014,45,3,29,16,13,27,2,1,28,0,29,0,25,4,1,27,1,0,0,1,3.0
12001015018P0,2015,45,3,27,14,13,25,2,1,26,0,27,0,23,4,1,25,1,0,0,1,3.0
12001015018P0,2016,45,3,19,9,10,17,2,1,18,0,19,0,17,2,0,19,0,0,0,1,3.0
12001015018P0,2017,45,1,26,16,10,25,1,0,14,12,26,0,21,5,0,25,1,0,0,1,1.0
12001015018P0,2018,45,1,17,9,8,17,0,0,5,12,17,0,14,3,0,16,1,0,0,1,1.0
12001015018P0,2019,45,1,17,9,8,17,0,0,5,12,17,0,14,3,0,16,1,0,0,1,1.0
12001015020P5,2013,7,2,24,13,11,23,1,0,0,24,24,0,22,2,1,22,1,0,0,2,2.0
12001015021P1,2013,14,3,12,2,10,12,0,0,12,0,12,0,9,3,0,9,3,0,0,1,3.0
12001015021P1,2014,14,3,12,1,11,12,0,0,10,2,12,0,9,3,0,9,3,0,0,1,3.0
12001015021P1,2015,14,3,11,1,10,11,0,0,8,3,11,0,8,3,0,10,1,0,0,1,3.0
12001015021P1,2016,14,3,11,1,10,11,0,0,8,3,11,0,8,3,0,10,1,0,0,1,3.0
12001015021P1,2017,14,4,11,1,10,11,0,0,8,3,11,0,8,3,0,10,1,0,0,1,4.0
12001015021P1,2018,14,4,9,1,8,9,0,0,7,2,9,0,7,2,0,9,0,0,0,2,4.0
12001015021P1,2019,14,4,14,1,13,14,0,0,9,5,14,0,12,2,0,13,1,0,0,2,4.0
12001015022P8,2013,10,3,9,2,7,9,0,2,7,0,9,0,9,0,2,6,1,0,0,1,3.0
12001015022P8,2014,10,3,12,4,8,12,0,2,8,2,12,0,12,0,2,9,1,0,0,1,3.0
12001015022P8,2015,10,3,12,4,8,12,0,2,8,2,12,0,12,0,2,9,1,0,0,1,3.0
12001015022P8,2016,10,3,12,4,8,12,0,2,8,2,12,0,12,0,2,9,1,0,0,1,3.0
12001015022P8,2017,10,2,12,4,8,12,0,2,8,2,12,0,12,0,2,9,1,0,0,1,2.0
12001015022P8,2018,10,2,11,3,8,11,0,2,8,1,11,0,11,0,2,8,1,0,0,1,2.0
12001015022P8,2019,10,2,11,3,8,11,0,2,8,1,11,0,11,0,2,8,1,0,0,1,2.0
12001015023P4,2013,40,3,15,7,8,15,0,1,13,1,15,0,14,1,1,14,0,0,0,1,3.0
12001015023P4,2014,40,3,15,7,8,15,0,1,14,0,15,0,14,1,1,14,0,0,0,1,3.0
12001015023P4,2015,40,3,17,7,10,16,1,2,15,0,17,0,15,2,2,14,0,0,1,1,3.0
12001015023P4,2016,40,3,15,6,9,14,1,2,13,0,15,0,13,2,1,13,0,0,1,1,3.0
12001015023P4,2017,40,4,19,8,11,18,1,2,17,0,19,0,17,2,1,17,0,0,1,1,4.0
12001015023P4,2018,40,4,20,8,12,19,1,3,17,0,20,0,18,2,2,17,0,0,1,2,4.0
12001015023P4,2019,40,4,16,6,10,15,1,2,14,0,16,0,14,2,1,14,0,0,1,2,4.0
12001015024P0,2013,34,3,18,6,12,17,1,0,18,0,18,0,16,2,0,17,0,1,0,1,3.0
12001015024P0,2014,34,3,18,5,13,18,0,0,17,1,18,0,16,2,0,17,0,1,0,1,3.0
12001015024P0,2015,34,3,18,4,14,18,0,0,16,2,18,0,16,2,0,18,0,0,0,1,3.0
12001015024P0,2016,34,3,18,4,14,18,0,0,16,2,18,0,16,2,0,18,0,0,0,1,3.0
12001015024P0,2017,34,2,18,4,14,18,0,1,15,2,18,0,16,2,0,18,0,0,0,1,2.0
12001015024P0,2018,34,2,18,4,14,18,0,1,15,2,18,0,16,2,0,18,0,0,0,1,2.0
12001015024P0,2019,34,2,18,4,14,18,0,1,15,2,18,0,16,2,0,18,0,0,0,1,2.0
12001015025P7,2013,23,3,24,9,15,22,2,6,12,6,24,0,21,3,6,18,0,0,0,2,3.0
12001015025P7,2014,23,3,28,10,18,26,2,9,11,8,28,0,25,3,9,19,0,0,0,2,3.0
12001015025P7,2015,23,3,28,10,18,26,2,9,10,9,28,0,25,3,9,19,0,0,0,2,3.0
12001015025P7,2016,23,3,27,10,17,24,3,9,10,8,27,0,24,3,10,17,0,0,0,2,3.0
12001015025P7,2017,23,3,29,12,17,27,2,9,10,10,29,0,27,2,10,19,0,0,0,2,3.0
12001015025P7,2018,23,3,21,10,11,19,2,7,7,7,21,0,18,3,8,13,0,0,0,2,3.0
12001015025P7,2019,23,3,19,8,11,18,1,11,6,2,19,0,16,3,11,7,1,0,0,2,3.0
12001015026P3,2013,36,4,18,8,10,18,0,0,18,0,18,0,17,1,0,17,1,0,0,1,4.0
12001015026P3,2014,36,4,18,8,10,18,0,0,18,0,18,0,17,1,0,17,1,0,0,1,4.0
12001015026P3,2015,36,4,18,8,10,18,0,0,18,0,18,0,17,1,0,17,1,0,0,1,4.0
12001015026P3,2016,36,4,16,7,9,16,0,0,16,0,16,0,15,1,0,15,1,0,0,1,4.0
12001015026P3,2017,36,4,20,9,11,20,0,0,15,5,20,0,19,1,0,19,1,0,0,1,4.0
12001015026P3,2018,36,4,20,9,11,20,0,1,14,5,20,0,19,1,1,18,1,0,0,2,4.0
12001015026P3,2019,36,4,18,9,9,18,0,0,13,5,18,0,17,1,0,18,0,0,0,2,4.0
12001015027P0,2013,32,3,14,13,1,14,0,0,13,1,14,0,14,0,0,14,0,0,0,1,3.0
12001015027P0,2014,32,3,14,13,1,14,0,0,13,1,14,0,14,0,0,14,0,0,0,1,3.0
12001015027P0,2015,32,3,14,13,1,14,0,0,13,1,14,0,14,0,0,14,0,0,0,1,3.0
12001015027P0,2016,32,3,16,15,1,16,0,0,13,3,16,0,16,0,0,16,0,0,0,1,3.0
12001015027P0,2017,32,3,14,13,1,14,0,0,10,4,14,0,14,0,0,14,0,0,0,1,3.0
12001015027P0,2018,32,3,14,14,0,14,0,0,7,7,14,0,14,0,0,14,0,0,0,1,3.0
12001015027P0,2019,32,3,15,14,1,14,1,0,7,8,15,0,14,1,0,15,0,0,0,1,3.0
12001015028P6,2013,27,2,20,5,15,20,0,0,0,20,18,2,18,2,0,18,2,0,0,1,2.0
12001015028P6,2014,27,2,21,5,16,21,0,0,19,2,19,2,19,2,0,19,2,0,0,1,2.0
12001015029P2,2013,35,4,21,10,11,19,2,0,21,0,21,0,18,3,0,19,2,0,0,2,4.0
12001015029P2,2014,35,4,21,10,11,19,2,0,21,0,21,0,18,3,0,19,2,0,0,2,4.0
12001015029P2,2015,35,4,22,10,12,20,2,0,21,1,22,0,19,3,0,20,2,0,0,2,4.0
12001015029P2,2016,35,4,20,10,10,18,2,0,19,1,20,0,18,2,0,18,2,0,0,2,4.0
12001015029P2,2017,35,4,20,10,10,18,2,0,19,1,20,0,18,2,0,18,2,0,0,2,4.0
12001015029P2,2018,35,4,20,9,11,19,1,4,2,14,20,0,18,2,1,18,1,0,0,2,4.0
12001015029P2,2019,35,4,20,9,11,19,1,6,1,13,20,0,18,2,5,13,1,1,0,2,4.0
12001015032P3,2013,31,3,10,7,3,10,0,0,3,7,10,0,9,1,0,9,0,1,0,1,3.0
12001015032P3,2014,31,3,10,6,4,10,0,0,2,8,10,0,9,1,0,7,0,2,1,1,3.0
12001015032P3,2015,31,3,11,7,4,11,0,1,2,8,11,0,10,1,1,7,0,2,1,1,3.0
12001015032P3,2016,31,3,14,8,6,14,0,1,3,10,14,0,13,1,1,10,0,2,1,1,3.0
12001015032P3,2017,31,2,20,12,8,20,0,1,1,18,20,0,17,3,2,15,0,2,1,1,2.0
12001015032P3,2018,31,2,21,12,9,21,0,1,2,18,21,0,18,3,2,16,0,2,1,1,2.0
12001015032P3,2019,31,2,21,12,9,21,0,1,2,18,21,0,18,3,2,16,0,2,1,1,2.0
12001015033P0,2013,19,3,16,8,8,14,2,0,16,0,16,0,14,2,1,15,0,0,0,1,3.0
12001015033P0,2014,19,3,19,10,9,17,2,1,17,1,19,0,17,2,1,18,0,0,0,1,3.0
12001015033P0,2015,19,3,19,10,9,17,2,1,16,2,19,0,17,2,1,18,0,0,0,1,3.0
12001015033P0,2016,19,3,15,7,8,13,2,1,13,1,15,0,14,1,1,14,0,0,0,1,3.0
12001015033P0,2017,19,3,16,9,7,14,2,1,13,2,16,0,15,1,2,14,0,0,0,1,3.0
12001015033P0,2018,19,3,18,9,9,17,1,2,11,5,18,0,17,1,3,15,0,0,0,1,3.0
12001015033P0,2019,19,3,18,9,9,17,1,3,9,6,18,0,17,1,3,15,0,0,0,1,3.0
12001015034P6,2013,9,4,25,11,14,24,1,1,14,10,25,0,23,2,7,17,1,0,0,2,4.0
12001015034P6,2014,9,4,26,11,15,25,1,1,13,12,26,0,24,2,8,17,1,0,0,2,4.0
12001015034P6,2015,9,4,35,14,21,34,1,3,21,11,35,0,33,2,8,26,1,0,0,2,4.0
12001015034P6,2016,9,4,30,11,19,29,1,3,17,10,30,0,28,2,6,23,1,0,0,2,4.0
12001015034P6,2017,9,4,33,14,19,32,1,4,17,12,33,0,31,2,6,26,1,0,0,2,4.0
12001015034P6,2018,9,4,33,12,21,32,1,4,17,12,33,0,30,3,6,26,1,0,0,2,4.0
12001015034P6,2019,9,4,33,12,21,32,1,19,1,13,33,0,29,4,21,12,0,0,0,2,4.0
12001015035P2,2013,47,3,15,5,10,15,0,0,15,0,15,0,15,0,0,13,2,0,0,1,3.0
12001015035P2,2014,47,3,15,5,10,15,0,0,15,0,15,0,15,0,0,13,2,0,0,1,3.0
12001015035P2,2015,47,3,15,6,9,15,0,0,14,1,15,0,15,0,0,14,1,0,0,1,3.0
12001015035P2,2016,47,3,17,6,11,16,1,0,12,5,17,0,17,0,0,16,1,0,0,1,3.0
12001015035P2,2017,47,3,20,5,15,19,1,0,12,8,20,0,20,0,0,19,1,0,0,1,3.0
12001015035P2,2018,47,3,21,6,15,20,1,0,13,8,21,0,20,1,0,20,1,0,0,1,3.0
12001015035P2,2019,47,3,18,5,13,17,1,0,11,7,18,0,17,1,0,18,0,0,0,1,3.0
12001015036P9,2013,37,3,13,8,5,12,1,0,13,0,13,0,9,4,1,12,0,0,0,1,3.0
12001015036P9,2014,37,3,15,10,5,14,1,0,15,0,15,0,11,4,1,14,0,0,0,1,3.0
12001015036P9,2015,37,3,15,10,5,14,1,0,15,0,15,0,11,4,1,14,0,0,0,1,3.0
12001015036P9,2016,37,3,14,9,5,13,1,0,13,1,14,0,10,4,1,13,0,0,0,1,3.0
12001015036P9,2017,37,3,15,10,5,14,1,0,13,2,15,0,11,4,1,14,0,0,0,1,3.0
12001015036P9,2018,37,3,15,10,5,14,1,2,2,11,15,0,11,4,0,14,0,1,0,1,3.0
12001015036P9,2019,37,3,14,9,5,13,1,2,1,11,14,0,12,2,0,13,0,1,0,1,3.0
12001015037P5,2013,41,3,18,7,11,17,1,0,17,1,18,0,17,1,0,18,0,0,0,1,3.0
12001015037P5,2014,41,3,24,10,14,23,1,0,17,7,24,0,24,0,0,24,0,0,0,1,3.0
12001015037P5,2015,41,3,25,11,14,24,1,0,16,9,25,0,25,0,0,25,0,0,0,1,3.0
12001015037P5,2016,41,3,26,12,14,25,1,0,16,10,26,0,26,0,0,26,0,0,0,1,3.0
12001015037P5,2017,41,3,25,14,11,25,0,2,14,9,25,0,25,0,2,23,0,0,0,1,3.0
12001015037P5,2018,41,3,27,14,13,26,1,2,14,11,27,0,26,1,2,25,0,0,0,1,3.0
12001015037P5,2019,41,3,27,14,13,26,1,2,14,11,27,0,26,1,2,25,0,0,0,1,3.0
12001015038P1,2013,48,4,172,60,112,169,3,1,94,77,172,0,156,16,1,150,21,0,0,1,4.0
12001015038P1,2014,48,4,173,60,113,170,3,1,92,80,173,0,159,14,1,151,21,0,0,1,4.0
12001015038P1,2015,48,4,172,59,113,171,1,1,86,85,172,0,162,10,1,152,19,0,0,1,4.0
12001015038P1,2016,48,4,172,59,113,171,1,1,86,85,172,0,162,10,1,152,19,0,0,1,4.0
12001015038P1,2017,48,4,192,69,123,191,1,1,83,108,192,0,180,12,2,171,18,0,1,1,4.0
12001015038P1,2018,48,4,213,76,137,212,1,1,80,132,213,0,201,12,4,193,15,0,1,1,4.0
12001015038P1,2019,48,4,198,75,123,197,1,2,70,126,198,0,187,11,5,176,15,1,1,1,4.0
12001015039P8,2014,16,3,12,6,6,12,0,3,6,3,12,0,12,0,2,9,0,1,0,1,3.0
12001015039P8,2015,16,3,15,9,6,15,0,5,6,4,15,0,15,0,3,11,0,1,0,1,3.0
12001015039P8,2016,16,3,14,9,5,14,0,4,6,4,14,0,14,0,3,10,0,1,0,1,3.0
12001015039P8,2017,16,3,13,8,5,13,0,4,5,4,13,0,13,0,3,9,0,1,0,1,3.0
12001015039P8,2018,16,3,12,4,8,12,0,4,4,4,12,0,12,0,2,10,0,0,0,1,3.0
12001015039P8,2019,16,3,20,7,13,20,0,9,4,7,20,0,20,0,6,14,0,0,0,1,3.0
12001015040P6,2013,18,3,14,10,4,14,0,1,2,11,14,0,13,1,1,13,0,0,0,1,3.0
12001015040P6,2014,18,3,17,12,5,17,0,2,2,13,15,2,16,1,3,14,0,0,0,1,3.0
12001015040P6,2015,18,3,17,12,5,17,0,2,2,13,16,1,16,1,3,14,0,0,0,1,3.0
12001015040P6,2016,18,3,17,12,5,17,0,2,2,13,17,0,16,1,3,14,0,0,0,1,3.0
12001015040P6,2017,18,3,17,12,5,17,0,2,2,13,17,0,16,1,3,14,0,0,0,1,3.0
12001015040P6,2018,18,3,19,13,6,19,0,2,2,15,19,0,18,1,3,16,0,0,0,1,3.0
12001015040P6,2019,18,3,18,12,6,18,0,3,0,15,18,0,18,0,2,16,0,0,0,1,3.0
12001015041P2,2013,49,3,17,4,13,17,0,1,16,0,17,0,17,0,1,16,0,0,0,1,3.0
12001015041P2,2014,49,3,18,4,14,18,0,1,17,0,18,0,18,0,1,17,0,0,0,1,3.0
12001015041P2,2015,49,3,20,6,14,20,0,1,16,3,20,0,20,0,1,18,0,0,1,1,3.0
12001015041P2,2016,49,3,20,6,14,20,0,1,15,4,20,0,20,0,1,18,0,0,1,1,3.0
12001015041P2,2017,49,3,24,6,18,24,0,1,17,6,24,0,24,0,1,22,0,0,1,1,3.0
12001015041P2,2018,49,3,25,6,19,25,0,1,18,6,25,0,25,0,2,23,0,0,0,1,3.0
12001015041P2,2019,49,3,24,6,18,24,0,0,15,9,24,0,24,0,1,23,0,0,0,1,3.0
12001015042P9,2014,46,3,17,5,12,17,0,0,15,2,16,1,14,3,0,16,1,0,0,1,3.0
12001015042P9,2015,46,3,20,7,13,20,0,0,15,5,19,1,17,3,0,19,1,0,0,1,3.0
12001015042P9,2016,46,3,22,8,14,22,0,0,15,7,21,1,19,3,0,21,1,0,0,1,3.0
12001015042P9,2017,46,3,22,9,13,22,0,0,13,9,22,0,19,3,0,22,0,0,0,1,3.0
12001015042P9,2018,46,3,22,9,13,22,0,0,13,9,22,0,19,3,0,22,0,0,0,1,3.0
12001015042P9,2019,46,3,23,9,14,23,0,0,14,9,23,0,20,3,0,23,0,0,0,1,3.0
12001015063P6,2016,7,4,16,7,9,15,1,5,0,11,16,0,12,4,1,15,0,0,0,2,4.0
12001015063P6,2017,7,4,19,8,11,18,1,4,0,15,19,0,14,5,1,17,0,0,1,2,4.0
12001015063P6,2018,7,4,19,8,11,18,1,3,0,16,19,0,14,5,1,17,0,0,1,2,4.0
12001015063P6,2019,7,4,19,7,12,18,1,1,1,17,19,0,14,5,1,17,0,0,1,2,4.0
12001015064P2,2015,49,3,16,7,9,16,0,0,1,15,16,0,14,2,0,16,0,0,0,1,3.0
12001015064P2,2016,49,3,18,7,11,18,0,0,1,17,18,0,16,2,0,18,0,0,0,1,3.0
12001015064P2,2017,49,3,18,6,12,18,0,0,0,18,18,0,16,2,0,18,0,0,0,1,3.0
12001015064P2,2018,49,3,20,7,13,20,0,0,1,19,20,0,18,2,0,20,0,0,0,1,3.0
12001015064P2,2019,49,3,19,6,13,19,0,0,1,18,19,0,18,1,0,19,0,0,0,1,3.0
12001015065P9,2015,17,3,23,12,11,23,0,19,2,2,21,2,22,1,2,21,0,0,0,1,3.0
12001015065P9,2016,17,3,25,13,12,25,0,19,4,2,23,2,24,1,2,22,1,0,0,1,3.0
12001015065P9,2017,17,3,27,13,14,27,0,21,4,2,25,2,26,1,2,24,1,0,0,1,3.0
12001015065P9,2018,17,3,17,7,10,17,0,13,3,1,17,0,17,0,0,16,1,0,0,1,3.0
12001015065P9,2019,17,3,13,4,9,13,0,10,3,0,13,0,13,0,0,12,1,0,0,1,3.0
12001015066P5,2016,23,3,16,5,11,16,0,4,3,9,16,0,16,0,0,16,0,0,0,1,3.0
12001015066P5,2017,23,3,22,6,16,22,0,3,4,15,22,0,22,0,0,22,0,0,0,1,3.0
12001015066P5,2018,23,3,23,6,17,23,0,3,4,16,23,0,23,0,0,23,0,0,0,1,3.0
12001015066P5,2019,23,3,17,4,13,17,0,2,3,12,17,0,17,0,0,17,0,0,0,1,3.0
12001015171P3,2017,46,3,18,11,7,18,0,1,0,17,18,0,15,3,1,17,0,0,0,1,3.0
12001015171P3,2018,46,3,24,14,10,24,0,2,0,22,24,0,19,5,3,21,0,0,0,1,3.0
12001015171P3,2019,46,3,22,13,9,22,0,2,0,20,22,0,17,5,3,19,0,0,0,1,3.0
12001015172P0,2017,29,3,20,9,11,20,0,5,0,15,19,1,13,7,0,19,1,0,0,1,3.0
12001015172P0,2018,29,3,20,9,11,20,0,4,0,16,19,1,13,7,0,20,0,0,0,1,3.0
12001015172P0,2019,29,3,20,9,11,20,0,5,0,15,19,1,14,6,2,17,0,1,0,1,3.0
12002011001P7,2013,7,4,32,13,19,30,2,1,31,0,32,0,24,8,0,28,4,0,0,2,4.0
12002011001P7,2014,7,4,32,13,19,30,2,1,31,0,32,0,24,8,0,28,4,0,0,2,4.0
12002011001P7,2015,7,4,32,13,19,30,2,1,31,0,32,0,24,8,0,28,4,0,0,2,4.0
12002011001P7,2016,7,4,31,12,19,29,2,1,30,0,31,0,23,8,1,26,4,0,0,2,4.0
12002011001P7,2017,7,4,29,12,17,27,2,0,28,1,29,0,20,9,0,25,4,0,0,2,4.0
12002011001P7,2018,7,4,31,14,17,30,1,0,29,2,31,0,20,11,0,27,4,0,0,2,4.0
12002011001P7,2019,7,4,27,13,14,27,0,0,25,2,27,0,19,8,0,24,1,0,2,2,4.0
12002011002P3,2013,7,4,27,11,16,22,5,2,25,0,27,0,15,12,2,22,3,0,0,2,4.0
12002011002P3,2014,7,4,31,11,20,25,6,7,24,0,31,0,15,16,8,20,2,0,1,2,4.0
12002011002P3,2015,7,4,31,11,20,25,6,7,24,0,31,0,15,16,8,20,2,0,1,2,4.0
12002011002P3,2016,7,4,30,11,19,24,6,6,24,0,30,0,15,15,7,20,2,0,1,2,4.0
12002011002P3,2017,7,4,30,12,18,25,5,7,23,0,30,0,17,13,7,19,2,0,2,2,4.0
12002011002P3,2018,7,4,31,13,18,26,5,8,23,0,31,0,18,13,7,19,1,1,3,2,4.0
12002011002P3,2019,7,4,33,15,18,28,5,10,23,0,33,0,20,13,8,19,1,1,4,2,4.0
12002011003P0,2013,7,6,37,12,25,29,8,7,30,0,37,0,19,18,8,21,8,0,0,2,6.0
12002011003P0,2014,7,6,36,14,22,29,7,8,28,0,36,0,19,17,9,21,6,0,0,2,6.0
12002011003P0,2015,7,6,36,15,21,28,8,8,28,0,36,0,17,19,9,21,6,0,0,2,6.0
12002011003P0,2016,7,6,36,15,21,28,8,8,28,0,36,0,17,19,9,21,6,0,0,2,6.0
12002011003P0,2017,7,6,32,13,19,26,6,6,26,0,32,0,15,17,6,21,5,0,0,2,6.0
12002011003P0,2018,7,6,31,12,19,26,5,6,25,0,31,0,15,16,5,20,5,0,1,2,6.0
12002011003P0,2019,7,6,32,13,19,27,5,6,25,1,32,0,16,16,6,20,5,0,1,2,6.0
12002011004P6,2013,7,5,22,11,11,22,0,3,19,0,22,0,22,0,3,17,0,2,0,2,5.0
12002011004P6,2014,7,5,23,11,12,23,0,2,21,0,23,0,23,0,4,16,0,1,2,2,5.0
12002011004P6,2015,7,5,23,11,12,23,0,2,21,0,23,0,23,0,4,16,0,1,2,2,5.0
12002011004P6,2016,7,5,23,11,12,23,0,2,21,0,23,0,23,0,4,16,0,1,2,2,5.0
12002011004P6,2017,7,5,22,10,12,22,0,2,19,1,22,0,21,1,3,16,0,1,2,2,5.0
12002011004P6,2018,7,5,22,10,12,22,0,2,19,1,22,0,22,0,3,16,0,1,2,2,5.0
12002011004P6,2019,7,5,21,9,12,21,0,2,18,1,21,0,21,0,3,16,0,0,2,2,5.0
12002011006P9,2013,42,5,21,3,18,18,3,2,19,0,21,0,12,9,2,18,1,0,0,2,5.0
12002011006P9,2014,42,5,21,3,18,18,3,2,19,0,21,0,12,9,2,18,1,0,0,2,5.0
12002011006P9,2015,42,5,21,3,18,16,5,2,17,2,21,0,10,11,2,17,1,0,1,2,5.0
12002011006P9,2016,42,5,21,3,18,15,6,3,16,2,21,0,10,11,3,16,1,0,1,2,5.0
12002011006P9,2017,42,5,25,5,20,20,5,6,17,2,25,0,14,11,3,20,1,0,1,2,5.0
12002011006P9,2018,42,5,25,5,20,19,6,6,17,2,25,0,14,11,3,19,1,0,2,2,5.0
12002011006P9,2019,42,5,24,4,20,18,6,6,16,2,24,0,14,10,3,18,1,0,2,2,5.0
12002011009P8,2013,6,4,25,15,10,24,1,3,0,22,24,1,19,6,3,22,0,0,0,2,4.0
12002011009P8,2014,6,4,24,15,9,23,1,2,22,0,23,1,18,6,2,22,0,0,0,2,4.0
12002011009P8,2015,6,4,26,16,10,25,1,2,24,0,26,0,18,8,2,22,0,0,2,2,4.0
12002011009P8,2016,6,4,26,16,10,25,1,2,24,0,26,0,18,8,2,22,0,0,2,2,4.0
12002011009P8,2017,6,4,25,15,10,24,1,1,23,1,25,0,17,8,1,23,0,0,1,2,4.0
12002011009P8,2018,6,4,25,15,10,24,1,2,22,1,25,0,18,7,1,21,0,0,3,2,4.0
12002011009P8,2019,6,4,24,16,8,23,1,1,22,1,24,0,18,6,0,21,0,0,3,2,4.0
12002011010P6,2013,42,3,20,8,12,19,1,1,18,1,20,0,16,4,0,20,0,0,0,1,3.0
12002011010P6,2014,42,3,18,7,11,17,1,1,16,1,18,0,14,4,0,18,0,0,0,1,3.0
12002011010P6,2015,42,3,18,7,11,17,1,1,16,1,18,0,14,4,0,18,0,0,0,1,3.0
12002011010P6,2016,42,3,18,7,11,17,1,1,16,1,18,0,14,4,0,18,0,0,0,1,3.0
12002011010P6,2017,42,3,18,6,12,17,1,1,15,2,18,0,15,3,0,17,1,0,0,1,3.0
12002011010P6,2018,42,3,18,6,12,16,2,0,16,2,18,0,15,3,0,17,1,0,0,1,3.0
12002011010P6,2019,42,3,18,4,14,16,2,0,16,2,18,0,15,3,0,17,1,0,0,1,3.0
12002011011P2,2013,5,4,27,4,23,22,5,11,16,0,27,0,13,14,11,15,1,0,0,2,4.0
12002011011P2,2014,5,4,28,5,23,23,5,11,17,0,28,0,14,14,12,15,1,0,0,2,4.0
12002011011P2,2015,5,4,25,5,20,21,4,9,16,0,25,0,14,11,10,15,0,0,0,2,4.0
12002011011P2,2016,5,4,22,5,17,17,5,10,12,0,22,0,13,9,11,11,0,0,0,2,4.0
12002011011P2,2017,5,4,20,4,16,18,2,7,13,0,20,0,13,7,9,11,0,0,0,2,4.0
12002011011P2,2018,5,4,18,3,15,16,2,6,12,0,18,0,12,6,8,10,0,0,0,2,4.0
12002011011P2,2019,5,4,17,3,14,16,1,6,11,0,17,0,13,4,7,10,0,0,0,2,4.0
12002011012P9,2013,42,3,29,8,21,25,4,3,26,0,25,4,15,14,2,11,15,1,0,1,3.0
12002011012P9,2014,42,3,28,8,20,24,4,4,24,0,24,4,15,13,3,11,13,1,0,1,3.0
12002011012P9,2015,42,3,30,9,21,25,5,5,25,0,26,4,16,14,4,12,13,1,0,1,3.0
12002011012P9,2016,42,3,29,8,21,24,5,4,24,1,25,4,16,13,4,13,12,0,0,1,3.0
12002011012P9,2017,42,3,33,9,24,28,5,3,25,5,29,4,17,16,3,18,12,0,0,1,3.0
12002011012P9,2018,42,3,31,8,23,26,5,3,23,5,27,4,16,15,3,17,11,0,0,1,3.0
12002011012P9,2019,42,3,32,9,23,27,5,3,22,7,28,4,18,14,3,19,10,0,0,1,3.0
12003018001P3,2014,46,3,11,5,6,10,1,1,9,1,11,0,9,2,0,10,0,1,0,1,3.0
12003018001P3,2015,46,3,12,6,6,11,1,1,9,2,12,0,10,2,0,11,0,1,0,1,3.0
12003018001P3,2016,46,3,13,6,7,12,1,1,9,3,13,0,11,2,0,12,0,1,0,1,3.0
12003018001P3,2017,46,4,16,9,7,15,1,1,0,15,16,0,13,3,0,15,0,1,0,1,4.0
12003018001P3,2018,46,4,17,10,7,16,1,1,0,16,17,0,14,3,0,16,0,1,0,1,4.0
12003018001P3,2019,46,4,20,10,10,19,1,2,0,18,20,0,17,3,1,18,0,1,0,1,4.0
12006017001P2,2013,6,2,21,16,5,21,0,16,5,0,21,0,20,1,11,0,10,0,0,2,2.0
12006017001P2,2014,6,2,16,11,5,16,0,11,5,0,16,0,15,1,6,0,10,0,0,2,2.0
12006017001P2,2015,6,2,15,10,5,15,0,10,5,0,15,0,14,1,6,0,9,0,0,2,2.0
12006017001P2,2016,6,2,8,5,3,8,0,4,4,0,8,0,7,1,1,0,7,0,0,2,2.0
12006017002P9,2013,6,2,12,10,2,12,0,6,6,0,12,0,12,0,1,0,11,0,0,1,2.0
12006017002P9,2014,6,2,12,10,2,12,0,6,6,0,12,0,12,0,1,0,11,0,0,1,2.0
12006017002P9,2015,6,2,11,9,2,11,0,5,6,0,11,0,11,0,1,0,10,0,0,1,2.0
12006017002P9,2016,6,2,2,1,1,2,0,1,1,0,2,0,2,0,1,0,1,0,0,1,2.0
12006017003P5,2013,23,3,14,8,6,13,1,4,10,0,14,0,14,0,2,4,8,0,0,2,3.0
12006017003P5,2014,23,3,14,8,6,13,1,5,9,0,14,0,14,0,3,4,7,0,0,2,3.0
12006017003P5,2015,23,3,14,8,6,13,1,5,9,0,14,0,14,0,3,4,7,0,0,2,3.0
12006017003P5,2016,23,3,13,7,6,13,0,5,8,0,13,0,13,0,4,3,6,0,0,2,3.0
12006017003P5,2017,23,3,14,8,6,14,0,8,6,0,14,0,13,1,5,2,7,0,0,2,3.0
12006017003P5,2018,23,3,16,7,9,16,0,7,5,4,16,0,15,1,4,2,10,0,0,2,3.0
12006017003P5,2019,23,3,14,5,9,14,0,6,4,4,14,0,14,0,3,2,9,0,0,2,3.0
12008010001P9,2013,16,5,37,18,19,35,2,27,10,0,37,0,31,6,27,10,0,0,0,2,5.0
12008010001P9,2014,16,5,35,17,18,33,2,26,9,0,35,0,29,6,26,9,0,0,0,2,5.0
